"ARI" ""
"result.1" 0.985987977035415 7
"result.2" 0.987664358907008 7
"result.3" 0.980826282804434 7
"result.4" 0.989004813296336 7
"result.5" 0.994657153133753 7
"result.6" 0.993203163005465 7
"result.7" 0.986820672410472 7
"result.8" 0.990106218601682 7
"result.9" 0.99022521031428 7
"result.10" 0.979132655326299 7
"result.11" 0.989564947115667 7
"result.12" 0.986861847107608 7
"result.13" 0.990536681792949 7
"result.14" 0.986413124000808 7
"result.15" 0.986390536960721 7
"result.16" 0.985331169222974 7
"result.17" 0.988435795807594 7
"result.18" 0.982427212025206 7
"result.19" 0.991222802085578 7
"result.20" 0.990137735429453 7
"result.21" 0.980733970193605 7
"result.22" 0.987662347019412 7
"result.23" 0.984356957515669 7
"result.24" 0.984318690967906 7
"result.25" 0.989128560972086 7
"result.26" 0.985224229811474 7
"result.27" 0.989415127694674 7
"result.28" 0.991302257544216 7
"result.29" 0.989926367269007 7
"result.30" 0.988230674331932 7
"result.31" 0.989742414438908 7
"result.32" 0.992537618009636 7
"result.33" 0.985292352815951 7
"result.34" 0.989094869195531 7
"result.35" 0.990121281380197 7
"result.36" 0.99204804011026 7
"result.37" 0.985475233138751 7
"result.38" 0.985618426221526 7
"result.39" 0.991277235156396 7
"result.40" 0.988898714535521 7
"result.41" 0.991579909605509 7
"result.42" 0.98645457631137 7
"result.43" 0.986547623728687 7
"result.44" 0.990495887229849 7
"result.45" 0.986704069214615 7
"result.46" 0.990388240701306 7
"result.47" 0.991687430915426 7
"result.48" 0.992663011524049 7
"result.49" 0.988922752362195 7
"result.50" 0.988152796946019 7
