"ARI" ""
"result.1" 0.358960335032798 2
"result.2" 0.783778129468758 4
"result.3" 0.409113447463964 3
"result.4" 0.41011166297233 3
"result.5" 0.778848236709107 4
"result.6" 0.488786552328868 2
"result.7" 0.813173955287913 4
"result.8" 0.408165089838966 3
"result.9" 0.865056214251029 4
"result.10" 0.821763200384766 4
"result.11" 0.851087290013078 4
"result.12" 0.865334599188672 4
"result.13" 0.763455253996805 4
"result.14" 0.832623960389296 4
"result.15" 0.488786552328868 2
"result.16" 0.409296002434343 3
"result.17" 0.742258500522186 4
"result.18" 0.402953608394271 3
"result.19" 0.814554034803674 4
"result.20" 0.816876464524758 4
"result.21" 0.803439828716087 4
"result.22" 0.820714227348751 4
"result.23" 0.925444981548074 4
"result.24" 0.434986159964405 3
"result.25" 0.882806952681781 4
"result.26" 0.400152637160695 3
"result.27" 0.488786552328868 2
"result.28" 0.488786552328868 2
"result.29" 0.845370461314434 4
"result.30" 0.41534350364406 3
"result.31" 0.486638036929065 2
"result.32" 0.874241843278816 4
"result.33" 0.83159850684278 4
"result.34" 0.488786552328868 2
"result.35" 0.408944335163849 3
"result.36" 0.401447910459141 3
"result.37" 0.871772683180675 4
"result.38" 0.379226010477614 3
"result.39" 0.488786552328868 2
"result.40" 0.418288468003078 3
"result.41" 0.488786552328868 2
"result.42" 0.433722810044465 3
"result.43" 0.814248070116696 4
"result.44" 0.814306533729718 4
"result.45" 0.405798962035367 3
"result.46" 0.398240226498879 3
"result.47" 0.707699513790956 5
"result.48" 0.813404431448894 4
"result.49" 0.423195641409523 3
"result.50" 0.825108572519037 4
