"ARI" ""
"result.1" 0.135334191846564 10
"result.2" 0.0512585767923113 9
"result.3" 0.11860784113252 10
"result.4" 0.154971362857241 8
"result.5" 0.365859315393708 10
"result.6" 0.19539323853398 10
"result.7" 0.191842118678985 7
"result.8" 0.315889242925823 8
"result.9" 0.295771437224718 9
"result.10" 0.191376723259675 7
"result.11" 0.205993048170993 10
"result.12" 0.13183854123277 9
"result.13" 0.222806738687175 9
"result.14" 0.120289980305818 9
"result.15" 0.106822524241606 10
"result.16" 0.0823570085066495 9
"result.17" 0.0857777319920863 9
"result.18" 0.139540489003257 9
"result.19" 0.12822133396313 9
"result.20" 0.221397373242389 10
"result.21" 0.084454579616354 8
"result.22" 0.0930630065531809 9
"result.23" 0.22102003553933 9
"result.24" 0.215218190254867 10
"result.25" 0.10536143508096 7
"result.26" 0.0604114445172424 9
"result.27" 0.186963367713986 10
"result.28" 0.217400440475011 9
"result.29" 0.300229483873167 8
"result.30" 0.282037239740908 8
"result.31" 0.356778640060066 10
"result.32" 0.337089808968342 9
"result.33" 0.133814649320243 10
"result.34" 0.304562404104586 9
"result.35" 0.0991331770796023 10
"result.36" 0.154401364328212 10
"result.37" 0.158906654508567 10
"result.38" 0.115861180173851 10
"result.39" 0.279109571514263 8
"result.40" 0.215091359207495 9
"result.41" 0.165775042983598 10
"result.42" 0.222406386274494 9
"result.43" 0.245933614390292 9
"result.44" 0.365062268417128 8
"result.45" 0.120739236019483 10
"result.46" 0.125159504618321 8
"result.47" 0.229288919065889 8
"result.48" 0.138360703518113 8
"result.49" 0.241757093987395 7
"result.50" 0.304095257894056 8
