"ARI" ""
"result.1" 0.0835095269235535 7
"result.2" 0.0426783980085429 4
"result.3" 0.0591328266069 3
"result.4" 0.00391894669835635 6
"result.5" 0.156856263752658 3
"result.6" 0.148175468660211 7
"result.7" 0.0757291147061843 3
"result.8" -0.000197333619242925 3
"result.9" 0.110058620507565 6
"result.10" 0.096777358282386 7
"result.11" 0.139483583506276 7
"result.12" 0.00112577756881355 3
"result.13" 0.335760153893498 3
"result.14" 0.000729932738700918 3
"result.15" 0.0745262627039056 4
"result.16" 0.0248968403529877 4
"result.17" -0.00027236378214756 3
"result.18" 0.00249560963981565 3
"result.19" 0.156530272048796 3
"result.20" 0.171977571290419 3
"result.21" 0.0309689135243257 6
"result.22" 0.0305120670825996 4
"result.23" 0.00248804446378325 3
"result.24" 0.000357205758968588 3
"result.25" 0.0976765337729245 5
"result.26" 0.00147979668219752 5
"result.27" 0.31976132440682 6
"result.28" 0.231326495762079 4
"result.29" -0.000136440033416561 3
"result.30" 0.550262820040875 4
"result.31" 0.00185440981991664 2
"result.32" 0.160071444173477 3
"result.33" 0.0167278809100509 3
"result.34" 0.174149120501668 3
"result.35" 0.0522402269003255 3
"result.36" -0.00097850602983485 2
"result.37" 0.0601096639497895 3
"result.38" 0.0497182907857685 5
"result.39" 0.673329018980431 4
"result.40" 0.0976834301262239 5
"result.41" 0.14811449624038 5
"result.42" 0.0439795179566293 6
"result.43" 0.163237220298174 3
"result.44" 0.160091333720006 3
"result.45" -0.00141580241126831 2
"result.46" 0.100498667062357 7
"result.47" 0.0858330494366077 4
"result.48" 0.104593685291107 5
"result.49" 0.130648459649561 3
"result.50" 0.000123665761128813 2
