"ARI" ""
"result.1" 0.99588116183721 3
"result.2" 0.979676095245894 3
"result.3" 0.995882122764341 3
"result.4" 0.993830501783064 3
"result.5" 0.997939600338526 3
"result.6" 0.991934315865418 3
"result.7" 0.99588116183721 3
"result.8" 0.983751994033943 3
"result.9" 0.987690194509396 3
"result.10" 0.987678795662696 3
"result.11" 0.982022295379436 3
"result.12" 0.983751994033943 3
"result.13" 0.995882122764341 3
"result.14" 0.99588116183721 3
"result.15" 0.987684401122517 3
"result.16" 0.991777880883766 3
"result.17" 1 3
"result.18" 0.997939115549971 3
"result.19" 0.991781812169908 3
"result.20" 0.987690194509396 3
"result.21" 0.983755737970452 3
"result.22" 0.989727293364562 3
"result.23" 0.991931658261765 3
"result.24" 0.98784011187318 3
"result.25" 0.99588309938188 3
"result.26" 0.99209149405072 3
"result.27" 0.992090698015929 3
"result.28" 0.993826145937441 3
"result.29" 0.991775962211382 3
"result.30" 0.992595919986629 4
"result.31" 0.993826145937441 3
"result.32" 0.991781812169908 3
"result.33" 0.987835640104724 3
"result.34" 0.98564208090008 3
"result.35" 0.985945573311882 3
"result.36" 0.985652210857548 3
"result.37" 0.987837262246138 3
"result.38" 0.987684401122517 3
"result.39" 0.991933192945478 3
"result.40" 0.993826145937441 3
"result.41" 0.984220212733945 3
"result.42" 0.99588116183721 3
"result.43" 0.985790866963817 3
"result.44" 0.989886708971931 3
"result.45" 0.991781812169908 3
"result.46" 0.983618139681972 3
"result.47" 0.985648779529136 3
"result.48" 0.993829026324071 3
"result.49" 0.99588309938188 3
"result.50" 0.993986389871946 3
