"ARI" ""
"result.1" -0.0153719670247228 2
"result.2" 0.00383320726364735 2
"result.3" 0.00234436200521964 2
"result.4" 0.00339178485046357 3
"result.5" 0.366361005952784 3
"result.6" 0.611551389635856 2
"result.7" 0.333509959744932 3
"result.8" 0.570076315255126 2
"result.9" 0.589596803295552 2
"result.10" 0.549612812405479 2
"result.11" 0.55887139566696 2
"result.12" 0.597042569640647 2
"result.13" 0.555770367067053 2
"result.14" -0.00661512161325657 2
"result.15" 0.611470752442254 2
"result.16" 0.563370074859387 2
"result.17" 0.557784854278359 2
"result.18" 0.587554522857511 2
"result.19" 0.538713449828035 2
"result.20" 0.559510952494767 2
"result.21" 0.523462690965625 2
"result.22" 0.535754285509624 2
"result.23" 0.611935502196065 2
"result.24" 0.347080696843772 3
"result.25" 0.541398518951002 2
"result.26" 0.560442123225951 2
"result.27" 0.561282261999779 2
"result.28" 0.597258467870609 2
"result.29" 0.54628804593097 2
"result.30" 0.609595690545281 2
"result.31" 0.613848967845257 2
"result.32" 0.314701021026022 3
"result.33" 0.30729539009801 3
"result.34" 0.603353514187856 2
"result.35" 0.571282223643279 2
"result.36" 0.557501528318787 2
"result.37" 0.562857537664686 2
"result.38" -0.0106012208923822 2
"result.39" 0.561978609919147 2
"result.40" 0.54669915103126 2
"result.41" 0.559746759915672 2
"result.42" 0.603496257101224 2
"result.43" 0.563035705956004 2
"result.44" 0.562220544880864 2
"result.45" 0.326331977664685 3
"result.46" 0.546296644475378 2
"result.47" 0.0124201149927607 2
"result.48" 0.611439803317161 2
"result.49" 0.609716947524661 2
"result.50" 0.604837842959613 2
