"ARI" ""
"result.1" 0.973141738556168 7
"result.2" 0.809453528159299 6
"result.3" 0.977607129079156 7
"result.4" 0.98431789654489 7
"result.5" 0.97785774942425 7
"result.6" 0.978996178337407 7
"result.7" 0.97541745724995 7
"result.8" 0.975767782811449 7
"result.9" 0.971112718184513 7
"result.10" 0.976149709506803 7
"result.11" 0.965474689041382 7
"result.12" 0.970898911689009 7
"result.13" 0.9901241993085 7
"result.14" 0.9784357685692 7
"result.15" 0.984623267014992 7
"result.16" 0.977119331161466 7
"result.17" 0.967757685136401 7
"result.18" 0.968963499726059 7
"result.19" 0.98043811813151 7
"result.20" 0.969722138333104 7
"result.21" 0.978897290563839 7
"result.22" 0.97360328563529 7
"result.23" 0.970621676353822 7
"result.24" 0.970624292523684 7
"result.25" 0.973529657383075 7
"result.26" 0.984196534205132 7
"result.27" 0.903110166195928 6
"result.28" 0.988370608856794 7
"result.29" 0.984146248584304 7
"result.30" 0.982463753888585 7
"result.31" 0.991735547832554 7
"result.32" 0.978155392167579 7
"result.33" 0.972973658291693 7
"result.34" 0.990733271466796 7
"result.35" 0.974957157739089 7
"result.36" 0.989805388518334 7
"result.37" 0.978677232096196 7
"result.38" 0.852095240397604 6
"result.39" 0.987674774035641 7
"result.40" 0.990288388627537 7
"result.41" 0.98804130854884 7
"result.42" 0.971231448161103 7
"result.43" 0.95524076143637 7
"result.44" 0.989802748520762 7
"result.45" 0.981998411950306 7
"result.46" 0.979161587251363 7
"result.47" 0.987298116177192 7
"result.48" 0.987081809987111 7
"result.49" 0.980998407734279 7
"result.50" 0.981921189977596 7
