"ARI" ""
"result.1" 0.205608845845542 3
"result.2" 0.00106769012533525 2
"result.3" 0.00211190349238466 3
"result.4" -0.00224531497872615 3
"result.5" 0.0010578542959418 2
"result.6" -0.00187651033221721 3
"result.7" 0.000669394230858642 2
"result.8" 0.00898732797697088 3
"result.9" 0.189539825631096 3
"result.10" 0.00267076764001823 2
"result.11" 0.254033847745842 2
"result.12" 0.00680774244051 2
"result.13" 0.245565754734198 2
"result.14" 0.0167066290802018 4
"result.15" 0.235291640537309 2
"result.16" -0.000400521008468662 2
"result.17" 0.0512922770363953 3
"result.18" 0.288363983121403 2
"result.19" -0.00462125724033078 2
"result.20" 0.275653517725651 2
"result.21" 0.0037919440655194 2
"result.22" 0.266260018753946 2
"result.23" 0.0159796944978536 2
"result.24" 0.00241268626731243 2
"result.25" 0.279237971284032 2
"result.26" 0.00135062785891751 2
"result.27" -0.00135644591746694 2
"result.28" 0.455260935945342 3
"result.29" 0.00012775119049434 2
"result.30" 0.00313856450239016 2
"result.31" 0.383099673202324 3
"result.32" -0.000195174404370529 2
"result.33" 0.210844377676937 3
"result.34" 0.488557881312789 3
"result.35" 0.000317570251262785 2
"result.36" 0.314501819374217 2
"result.37" 0.291887752623436 2
"result.38" 0.00577571926631868 3
"result.39" 0.00632764508589801 2
"result.40" 0.206580129577011 3
"result.41" 0.00203657598108631 2
"result.42" 0.209438477174508 3
"result.43" 0.00107281665409785 2
"result.44" 0.286260097439541 2
"result.45" 0.276346202491207 2
"result.46" -6.1144585499607e-05 2
"result.47" 0.00125493347178337 2
"result.48" -0.000641719953519606 2
"result.49" 0.307666475899992 2
"result.50" -0.000521291005711701 2
