"ARI" ""
"result.1" -0.000961926534698854 2
"result.2" -0.00109020212906273 2
"result.3" 0.00292164345740038 2
"result.4" 0.00170539031294514 3
"result.5" -0.00558946826407625 2
"result.6" 0.217186357811021 3
"result.7" 0.00159811652705981 2
"result.8" -9.34571868701065e-05 2
"result.9" 0.191388419425172 3
"result.10" 0.000167517683800082 2
"result.11" 0.485550260442581 2
"result.12" -0.00447996673393513 2
"result.13" 0.294306900580283 2
"result.14" 0.00661601478458099 2
"result.15" -0.00384708853865258 4
"result.16" -0.00529474208414198 2
"result.17" 0.00128419059664377 2
"result.18" 0.00215019226151952 2
"result.19" -0.00216849910178312 3
"result.20" 0.488786552328868 2
"result.21" 0.00354364359433805 3
"result.22" 0.0198682198491773 3
"result.23" 0.173505086109636 3
"result.24" 0.0103175798087539 5
"result.25" 0.00335595143759379 3
"result.26" -0.00159678888562431 2
"result.27" -0.00279709079424442 2
"result.28" -0.00302262971145996 2
"result.29" -0.000320133459500237 3
"result.30" 0.165628747757346 3
"result.31" 0.206133116266218 4
"result.32" 0.00206532805462809 2
"result.33" 0.000619317787267435 2
"result.34" 0.000678533093121518 2
"result.35" 0.00250652046108411 2
"result.36" -0.00011656880221076 3
"result.37" 0.000604982742005256 2
"result.38" 0.358316985518872 3
"result.39" -0.00399691116989947 2
"result.40" 6.02476874895616e-05 2
"result.41" 0.00135319421739724 2
"result.42" 0.00187641210237953 2
"result.43" 0.47166236812678 2
"result.44" -0.0027277866789069 2
"result.45" 0.10360863784065 5
"result.46" -0.00282081578112131 2
"result.47" -0.000491054904540555 2
"result.48" 0.185137377205526 3
"result.49" -0.00172855274651567 2
"result.50" 0.237312310642769 3
