"ARI" ""
"result.1" 0.00113549958138113 3
"result.2" 0.00524222345399846 3
"result.3" 0.00573930410883268 3
"result.4" 0.0023082699817815 6
"result.5" -0.00377021038164879 3
"result.6" 0.182150555311812 4
"result.7" -0.000599201226609802 3
"result.8" -0.000540347235785722 2
"result.9" 0.387734420372222 2
"result.10" 0.373893075722008 2
"result.11" 0.411001221804051 2
"result.12" 0.392837892452062 2
"result.13" 0.376579758560022 2
"result.14" 0.00764747413707386 6
"result.15" -0.00354150659782308 4
"result.16" 0.389532358714133 2
"result.17" 0.00155167581486194 2
"result.18" 0.0376552286682472 7
"result.19" 0.400161193502812 2
"result.20" 0.409097536814181 2
"result.21" 0.29202218888403 2
"result.22" 0.359983651629887 2
"result.23" 0.384044597411935 2
"result.24" 6.08614951500608e-05 3
"result.25" -0.00331598388664751 2
"result.26" -0.000335055225594384 5
"result.27" 0.208443781854334 5
"result.28" 0.427194696491047 2
"result.29" -0.00581857079597566 2
"result.30" 0.398135817348263 2
"result.31" 0.318359964643171 3
"result.32" 0.00136680201717358 3
"result.33" 0.355241558730297 2
"result.34" 0.420952149810252 2
"result.35" 0.0122990673788902 6
"result.36" 0.411693639350033 2
"result.37" 0.425770141431435 2
"result.38" 0.383500282790559 2
"result.39" 0.428340895050519 2
"result.40" 0.380823281191289 2
"result.41" -0.000901002786052775 3
"result.42" -8.31872047642092e-05 2
"result.43" 0.369808534999962 2
"result.44" 0.398696133295565 2
"result.45" 0.0763690973779741 5
"result.46" 0.390973884400805 2
"result.47" 0.00132045431948009 3
"result.48" 0.4154190304415 2
"result.49" 0.000693874025687032 3
"result.50" 0.330006326458153 3
