"ARI" ""
"result.1" 0.926367299849684 7
"result.2" 0.922986056722831 7
"result.3" 0.934888202330629 7
"result.4" 0.921057727117332 7
"result.5" 0.957653617015095 7
"result.6" 0.948239243257019 7
"result.7" 0.967100599841361 7
"result.8" 0.94836566413338 7
"result.9" 0.965997968610772 7
"result.10" 0.937156969007103 7
"result.11" 0.953558881354112 7
"result.12" 0.937751035386722 7
"result.13" 0.954249953242239 7
"result.14" 0.928439035211747 7
"result.15" 0.941224679039349 7
"result.16" 0.92376629527595 7
"result.17" 0.931003724613505 7
"result.18" 0.954750544856017 7
"result.19" 0.943956474151697 7
"result.20" 0.965528247048124 7
"result.21" 0.916263180838315 7
"result.22" 0.93897721139536 7
"result.23" 0.956279671626609 7
"result.24" 0.935619712306275 7
"result.25" 0.955283419001652 7
"result.26" 0.916944250527916 7
"result.27" 0.969336850167165 7
"result.28" 0.953142721306808 7
"result.29" 0.952773820913936 7
"result.30" 0.954807052937516 7
"result.31" 0.965294351659071 7
"result.32" 0.942460308868643 7
"result.33" 0.91054482735032 7
"result.34" 0.949668251118455 7
"result.35" 0.961245717687751 7
"result.36" 0.965341399631157 7
"result.37" 0.972629966763707 7
"result.38" 0.927749023519028 7
"result.39" 0.968526549614504 7
"result.40" 0.946694352557068 7
"result.41" 0.953882530322028 7
"result.42" 0.938106189968686 7
"result.43" 0.951376083966553 7
"result.44" 0.957022850272378 7
"result.45" 0.943454243247074 7
"result.46" 0.955488506839595 7
"result.47" 0.942237774200097 7
"result.48" 0.942404432656011 7
"result.49" 0.979239815552404 7
"result.50" 0.955464951523022 7
