"ARI" ""
"result.1" 0.247129828770888 2
"result.2" 0.379122155523035 3
"result.3" 0.002072519203374 2
"result.4" 0.000995494881711227 3
"result.5" 0.000814483505016309 2
"result.6" -0.000666606855180385 2
"result.7" 0.00295547915497605 2
"result.8" -0.00192512047308479 2
"result.9" 0.531836866861046 3
"result.10" 0.244562305089239 2
"result.11" 0.242405691801776 2
"result.12" 0.25551297608337 2
"result.13" 0.261278534985131 2
"result.14" -0.000212908269389571 2
"result.15" 0.488268569877712 3
"result.16" 0.250656078731616 2
"result.17" 0.225832624732661 3
"result.18" -0.00049606587901486 2
"result.19" 0.249553332328637 2
"result.20" 0.247327501965361 2
"result.21" 0.239633419550146 2
"result.22" 0.245972281578873 2
"result.23" 0.490469379179071 3
"result.24" -0.00178421914359807 2
"result.25" 0.450246707436111 3
"result.26" -0.000357734885701059 2
"result.27" 0.484493385649211 3
"result.28" 0.290032263153376 2
"result.29" 0.256227366235431 2
"result.30" 0.295271093079728 2
"result.31" 0.273752816722781 2
"result.32" -0.000866786230468621 2
"result.33" 0.236739128801817 2
"result.34" 0.512409546061705 3
"result.35" 0.250243952576434 2
"result.36" 0.266764261799821 2
"result.37" 0.274391003283581 2
"result.38" 0.241141582982859 2
"result.39" 0.24842349188301 2
"result.40" 0.251652751685579 2
"result.41" 0.304479314927087 2
"result.42" 0.44583449497248 4
"result.43" 0.241546695253474 2
"result.44" 0.450492728561992 3
"result.45" -0.00179441420889914 2
"result.46" -0.00119500310904008 2
"result.47" -0.00145561038717927 2
"result.48" 0.502630606625055 3
"result.49" 0.490953033249116 3
"result.50" 0.364146077345973 4
