"","pi","K","Sensitivity","Specificity","MCC","AUC"
"1",0.1,3,1,0.986625,0.866202467596039,0.998
"2",0.2,3,1,0.990583333333333,0.901855748144742,0.998875
"3",0.3,3,1,0.99175,0.912578303934906,0.999020833333333
"4",0.1,5,1,0.998208333333333,0.979206406811753,0.99975
"5",0.2,5,1,0.995458333333333,0.951400858729859,0.999583333333333
"6",0.3,5,1,0.992208333333333,0.924366905581465,0.999104166666667
"7",0.1,7,1,0.99925,0.991124944358337,0.9999375
"8",0.2,7,1,0.998166666666667,0.979195057669523,0.999770833333333
"9",0.3,7,1,0.996666666666667,0.966534365957118,0.999625
