"","pi","K","Sensitivity","Specificity","MCC","AUC"
"1",0.1,3,0,0.00425272521669427,0.035602019929124,0.00142484633376013
"2",0.2,3,0,0.00485839736366957,0.043663171469939,0.00118749627043205
"3",0.3,3,0,0.0045713355645301,0.041583992139641,0.00106083553098937
"4",0.1,5,0,0.00222757469061473,0.0248203231156276,0.000496230119063584
"5",0.2,5,0,0.00521793332951785,0.0496552386605201,0.000697978535687998
"6",0.3,5,0,0.00946606377427733,0.075534910954184,0.00151771124415515
"7",0.1,7,0,0.00138064446485034,0.016079400110589,0.000249893684877275
"8",0.2,7,0,0.00281214566929,0.030128106548084,0.000484031427598026
"9",0.3,7,0,0.00666826086381203,0.0572011163423825,0.00124075378486163
