"ARI" ""
"result.1" 0.410226523126451 7
"result.2" 0.31048487237818 6
"result.3" 0.389066320206723 7
"result.4" 0.243653512446902 6
"result.5" 0.480431649164259 10
"result.6" 0.509612625770285 8
"result.7" 0.285413040566026 6
"result.8" 0.433264271196354 7
"result.9" 0.428441578290852 8
"result.10" 0.337766494733182 8
"result.11" 0.394002372711226 8
"result.12" 0.403112442898838 7
"result.13" 0.430001461892561 10
"result.14" 0.482250014487122 9
"result.15" 0.445591531274255 10
"result.16" 0.421771146484078 8
"result.17" 0.390706068176987 7
"result.18" 0.322112997832077 6
"result.19" 0.405402501675542 8
"result.20" 0.461044938748101 9
"result.21" 0.388620885073422 7
"result.22" 0.312547950057165 6
"result.23" 0.431277098354379 8
"result.24" 0.390871779869314 8
"result.25" 0.435400302243466 9
"result.26" 0.374955412840465 7
"result.27" 0.456482002138509 9
"result.28" 0.452203140505359 8
"result.29" 0.423693626418234 7
"result.30" 0.442251164725783 9
"result.31" 0.432051848498685 9
"result.32" 0.458118024557912 9
"result.33" 0.290386001503375 5
"result.34" 0.513163309409161 9
"result.35" 0.461368506418491 8
"result.36" 0.479791377178905 8
"result.37" 0.473843978149222 7
"result.38" 0.363100255306824 7
"result.39" 0.482874338934856 10
"result.40" 0.434944368898837 8
"result.41" 0.485097218806996 9
"result.42" 0.442667228547118 7
"result.43" 0.335125917693694 5
"result.44" 0.49592524582046 8
"result.45" 0.442467163358361 7
"result.46" 0.423147680591657 10
"result.47" 0.482515702586593 8
"result.48" 0.388774491074973 8
"result.49" 0.448122139192623 8
"result.50" 0.516307388602226 7
