"ARI" ""
"result.1" 0.36601387490378 4
"result.2" 0.347527870397045 4
"result.3" 0.24913951614855 3
"result.4" 0.204507203044799 3
"result.5" 0.421288866893673 4
"result.6" 0.530496976561305 5
"result.7" 0.259406020104018 3
"result.8" 0.477102447250126 5
"result.9" 0.405489384512933 4
"result.10" 0.34535492348326 4
"result.11" 0.383294702057545 4
"result.12" 0.488373868184616 5
"result.13" 0.4821264545664 5
"result.14" 0.501566921487002 5
"result.15" 0.450304931723946 4
"result.16" 0.485810714778026 5
"result.17" 0.440327895027642 4
"result.18" 0.471993935071346 5
"result.19" 0.507075046978902 5
"result.20" 0.529428293722127 5
"result.21" 0.397456938595355 4
"result.22" 0.271162382843818 3
"result.23" 0.424360205838897 4
"result.24" 0.277432910555236 3
"result.25" 0.368560731258319 4
"result.26" 0.38180338320665 4
"result.27" 0.445667449598626 4
"result.28" 0.509188184297929 5
"result.29" 0.520411218752548 5
"result.30" 0.498926544070353 5
"result.31" 0.392385980214486 4
"result.32" 0.49369208804099 5
"result.33" 0.484050814463671 5
"result.34" 0.421308177505331 4
"result.35" 0.537531645253182 5
"result.36" 0.524002038681617 5
"result.37" 0.499374464927848 5
"result.38" 0.403439458564487 4
"result.39" 0.493128437891631 5
"result.40" 0.474944413419994 5
"result.41" 0.474801014879214 5
"result.42" 0.540973252978961 5
"result.43" 0.507786479982562 5
"result.44" 0.539281670300362 5
"result.45" 0.475183179711601 5
"result.46" 0.489733748772385 5
"result.47" 0.531592858425263 5
"result.48" 0.4744462674188 5
"result.49" 0.392239136515195 4
"result.50" 0.521583999611551 5
