,sensitivity,Specificity,MCC,AUC
1,1,0.983333333333333,0.838081709847526,1
2,1,0.983333333333333,0.838081709847526,0.997916666666667
3,1,0.9875,0.871559168740358,0.998958333333333
4,1,0.989583333333333,0.889756521002609,1
5,1,0.98125,0.822632444005848,0.997916666666667
6,1,0.9875,0.871559168740358,0.995833333333333
7,1,0.997916666666667,0.97488298036063,1
8,1,0.985416666666667,0.854364249957205,0.996875
9,1,0.985416666666667,0.854364249957205,0.994791666666667
10,1,0.985416666666667,0.854364249957205,0.998958333333333
11,1,0.989583333333333,0.889756521002609,0.997916666666667
12,1,0.983333333333333,0.838081709847526,0.995833333333333
13,1,0.991666666666667,0.90905934288631,0.997916666666667
14,1,0.991666666666667,0.90905934288631,0.998958333333333
15,1,0.989583333333333,0.889756521002609,0.998958333333333
16,1,0.995833333333333,0.951474135383107,1
17,1,0.99375,0.929586163183709,0.997916666666667
18,1,0.985416666666667,0.854364249957205,0.997916666666667
19,1,0.989583333333333,0.889756521002609,0.996875
20,1,0.985416666666667,0.854364249957205,0.997916666666667
21,1,0.989583333333333,0.889756521002609,0.998958333333333
22,1,0.989583333333333,0.889756521002609,0.996875
23,1,0.985416666666667,0.854364249957205,0.997916666666667
24,1,0.985416666666667,0.854364249957205,0.994791666666667
25,1,0.99375,0.929586163183709,0.998958333333333
26,1,0.991666666666667,0.90905934288631,1
27,1,0.99375,0.929586163183709,0.998958333333333
28,1,0.983333333333333,0.838081709847526,0.997916666666667
29,1,0.99375,0.929586163183709,0.998958333333333
30,1,0.983333333333333,0.838081709847526,0.998958333333333
31,1,0.979166666666667,0.807946642902722,0.997916666666667
32,1,0.9875,0.871559168740358,0.997916666666667
33,1,0.9875,0.871559168740358,0.998958333333333
34,1,0.979166666666667,0.807946642902722,0.994791666666667
35,1,0.9875,0.871559168740358,0.998958333333333
36,1,0.9875,0.871559168740358,0.997916666666667
37,1,0.983333333333333,0.838081709847526,0.996875
38,1,0.983333333333333,0.838081709847526,0.998958333333333
39,1,0.989583333333333,0.889756521002609,0.996875
40,1,0.985416666666667,0.854364249957205,0.998958333333333
41,1,0.983333333333333,0.838081709847526,0.996875
42,1,0.979166666666667,0.807946642902722,0.998958333333333
43,1,0.9875,0.871559168740358,0.996875
44,1,0.979166666666667,0.807946642902722,0.996875
45,1,0.9875,0.871559168740358,1
46,1,0.991666666666667,0.90905934288631,1
47,1,0.983333333333333,0.838081709847526,0.998958333333333
48,1,0.989583333333333,0.889756521002609,0.996875
49,1,0.9875,0.871559168740358,0.995833333333333
50,1,0.989583333333333,0.889756521002609,0.996875
