"ARI" ""
"result.1" 0.664129409389867 3
"result.2" 0.66967859247686 3
"result.3" 0.773552497010735 4
"result.4" 0.680558658718882 5
"result.5" 0.823186556134077 4
"result.6" 0.799098414023965 4
"result.7" 0.710411969630378 5
"result.8" 0.775909586716214 4
"result.9" 0.776051631598891 4
"result.10" 0.746607158790223 4
"result.11" 0.773778342922136 4
"result.12" 0.69588605480703 3
"result.13" 0.708758181819931 4
"result.14" 0.737902802193758 4
"result.15" 0.80880600683671 4
"result.16" 0.778776685394268 4
"result.17" 0.717917629975929 3
"result.18" 0.727589912944169 4
"result.19" 0.767631031130126 4
"result.20" 0.838860612687729 5
"result.21" 0.660227718896627 3
"result.22" 0.707320069325457 4
"result.23" 0.768347015840923 4
"result.24" 0.790857245328926 4
"result.25" 0.769192700013414 4
"result.26" 0.659622319962605 3
"result.27" 0.792175559639614 4
"result.28" 0.762574593230183 4
"result.29" 0.72363726036044 4
"result.30" 0.775407701732097 4
"result.31" 0.854049845477757 5
"result.32" 0.804781900000515 4
"result.33" 0.680984268642334 3
"result.34" 0.870376826157894 5
"result.35" 0.790094627044912 4
"result.36" 0.782918740800218 4
"result.37" 0.789138843077645 4
"result.38" 0.734647977584112 4
"result.39" 0.78664119326204 4
"result.40" 0.756617104945859 4
"result.41" 0.795108951332444 4
"result.42" 0.762832260398134 4
"result.43" 0.752969877173248 4
"result.44" 0.780389892296733 4
"result.45" 0.74325452566812 4
"result.46" 0.714137859599198 3
"result.47" 0.719585313470678 4
"result.48" 0.79406199831654 4
"result.49" 0.798250173673084 4
"result.50" 0.819975174694224 4
